run_id,config_hash,source_hash,dataset,task,model,model_family,seed,split,num_threads,run_dir,job_config
atlas_het__node_classification__graphatlas_membership_only__split0__seed4__27a0a90fc19f,27a0a90fc19f,0e672c999c335af7,atlas_het,node_classification,graphatlas_membership_only,graphatlas_certified,4,0,1,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-4\config-27a0a90f,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-4\config-27a0a90f\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_source__split0__seed0__9d8ae863cefa,9d8ae863cefa,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_source,graphatlas_certified,0,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-0\config-9d8ae863,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-0\config-9d8ae863\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_source__split0__seed1__f973b7996ae0,f973b7996ae0,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_source,graphatlas_certified,1,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-1\config-f973b799,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-1\config-f973b799\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_source__split0__seed2__fb8645f77fa6,fb8645f77fa6,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_source,graphatlas_certified,2,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-2\config-fb8645f7,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-2\config-fb8645f7\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_source__split0__seed3__821679c7182f,821679c7182f,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_source,graphatlas_certified,3,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-3\config-821679c7,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-3\config-821679c7\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_source__split0__seed4__6cff5fc9d309,6cff5fc9d309,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_source,graphatlas_certified,4,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-4\config-6cff5fc9,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-4\config-6cff5fc9\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_edge__split0__seed0__6dedaba0054e,6dedaba0054e,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_edge,graphatlas_certified,0,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-0\config-6dedaba0,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-0\config-6dedaba0\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_edge__split0__seed1__dfc898f24a8e,dfc898f24a8e,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_edge,graphatlas_certified,1,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-1\config-dfc898f2,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-1\config-dfc898f2\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_edge__split0__seed2__fc403ff81e55,fc403ff81e55,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_edge,graphatlas_certified,2,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-2\config-fc403ff8,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-2\config-fc403ff8\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_edge__split0__seed3__177e3116260c,177e3116260c,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_edge,graphatlas_certified,3,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-3\config-177e3116,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-3\config-177e3116\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_edge__split0__seed4__7cfdd9c7e015,7cfdd9c7e015,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_edge,graphatlas_certified,4,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-4\config-7cfdd9c7,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-4\config-7cfdd9c7\job_config.yaml
atlas_het__node_classification__graphatlas_random_routing__split0__seed0__260caeabbc28,260caeabbc28,0e672c999c335af7,atlas_het,node_classification,graphatlas_random_routing,graphatlas_certified,0,0,1,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-0\config-260caeab,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-0\config-260caeab\job_config.yaml
atlas_het__node_classification__graphatlas_random_routing__split0__seed1__359da7b8da82,359da7b8da82,0e672c999c335af7,atlas_het,node_classification,graphatlas_random_routing,graphatlas_certified,1,0,1,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-1\config-359da7b8,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-1\config-359da7b8\job_config.yaml
atlas_het__node_classification__graphatlas_random_routing__split0__seed2__29c7a8a77c04,29c7a8a77c04,0e672c999c335af7,atlas_het,node_classification,graphatlas_random_routing,graphatlas_certified,2,0,1,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-2\config-29c7a8a7,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-2\config-29c7a8a7\job_config.yaml
atlas_het__node_classification__graphatlas_random_routing__split0__seed3__2337537e2831,2337537e2831,0e672c999c335af7,atlas_het,node_classification,graphatlas_random_routing,graphatlas_certified,3,0,1,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-3\config-2337537e,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-3\config-2337537e\job_config.yaml
atlas_het__node_classification__graphatlas_random_routing__split0__seed4__371285f0b8a1,371285f0b8a1,0e672c999c335af7,atlas_het,node_classification,graphatlas_random_routing,graphatlas_certified,4,0,1,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-4\config-371285f0,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-4\config-371285f0\job_config.yaml
atlas_het__node_classification__graphatlas_beta_zero__split0__seed0__5e75cb986aa2,5e75cb986aa2,0e672c999c335af7,atlas_het,node_classification,graphatlas_beta_zero,graphatlas_certified,0,0,1,outputs\.work\runs\atlas_het\graphatlas_beta_zero\split-0\seed-0\config-5e75cb98,outputs\.work\runs\atlas_het\graphatlas_beta_zero\split-0\seed-0\config-5e75cb98\job_config.yaml
atlas_het__node_classification__graphatlas_beta_zero__split0__seed1__11ba4de89c82,11ba4de89c82,0e672c999c335af7,atlas_het,node_classification,graphatlas_beta_zero,graphatlas_certified,1,0,1,outputs\.work\runs\atlas_het\graphatlas_beta_zero\split-0\seed-1\config-11ba4de8,outputs\.work\runs\atlas_het\graphatlas_beta_zero\split-0\seed-1\config-11ba4de8\job_config.yaml
atlas_het__node_classification__graphatlas_beta_zero__split0__seed2__4588e0d02e01,4588e0d02e01,0e672c999c335af7,atlas_het,node_classification,graphatlas_beta_zero,graphatlas_certified,2,0,1,outputs\.work\runs\atlas_het\graphatlas_beta_zero\split-0\seed-2\config-4588e0d0,outputs\.work\runs\atlas_het\graphatlas_beta_zero\split-0\seed-2\config-4588e0d0\job_config.yaml
atlas_het__node_classification__graphatlas_beta_zero__split0__seed3__d4d78c028bed,d4d78c028bed,0e672c999c335af7,atlas_het,node_classification,graphatlas_beta_zero,graphatlas_certified,3,0,1,outputs\.work\runs\atlas_het\graphatlas_beta_zero\split-0\seed-3\config-d4d78c02,outputs\.work\runs\atlas_het\graphatlas_beta_zero\split-0\seed-3\config-d4d78c02\job_config.yaml
atlas_het__node_classification__graphatlas_beta_zero__split0__seed4__dbb378744d7e,dbb378744d7e,0e672c999c335af7,atlas_het,node_classification,graphatlas_beta_zero,graphatlas_certified,4,0,1,outputs\.work\runs\atlas_het\graphatlas_beta_zero\split-0\seed-4\config-dbb37874,outputs\.work\runs\atlas_het\graphatlas_beta_zero\split-0\seed-4\config-dbb37874\job_config.yaml
atlas_het__node_classification__graphatlas_c_oracle__split0__seed0__3f25c3e5f30b,3f25c3e5f30b,0e672c999c335af7,atlas_het,node_classification,graphatlas_c_oracle,graphatlas_certified,0,0,1,outputs\.work\runs\atlas_het\graphatlas_c_oracle\split-0\seed-0\config-3f25c3e5,outputs\.work\runs\atlas_het\graphatlas_c_oracle\split-0\seed-0\config-3f25c3e5\job_config.yaml
atlas_het__node_classification__graphatlas_c_oracle__split0__seed1__1e238a66804b,1e238a66804b,0e672c999c335af7,atlas_het,node_classification,graphatlas_c_oracle,graphatlas_certified,1,0,1,outputs\.work\runs\atlas_het\graphatlas_c_oracle\split-0\seed-1\config-1e238a66,outputs\.work\runs\atlas_het\graphatlas_c_oracle\split-0\seed-1\config-1e238a66\job_config.yaml
atlas_het__node_classification__graphatlas_c_oracle__split0__seed2__f412a777ccb8,f412a777ccb8,0e672c999c335af7,atlas_het,node_classification,graphatlas_c_oracle,graphatlas_certified,2,0,1,outputs\.work\runs\atlas_het\graphatlas_c_oracle\split-0\seed-2\config-f412a777,outputs\.work\runs\atlas_het\graphatlas_c_oracle\split-0\seed-2\config-f412a777\job_config.yaml
atlas_het__node_classification__graphatlas_c_oracle__split0__seed3__7f8f7a0eb30c,7f8f7a0eb30c,0e672c999c335af7,atlas_het,node_classification,graphatlas_c_oracle,graphatlas_certified,3,0,1,outputs\.work\runs\atlas_het\graphatlas_c_oracle\split-0\seed-3\config-7f8f7a0e,outputs\.work\runs\atlas_het\graphatlas_c_oracle\split-0\seed-3\config-7f8f7a0e\job_config.yaml
atlas_het__node_classification__graphatlas_c_oracle__split0__seed4__c40ccff2c1cf,c40ccff2c1cf,0e672c999c335af7,atlas_het,node_classification,graphatlas_c_oracle,graphatlas_certified,4,0,1,outputs\.work\runs\atlas_het\graphatlas_c_oracle\split-0\seed-4\config-c40ccff2,outputs\.work\runs\atlas_het\graphatlas_c_oracle\split-0\seed-4\config-c40ccff2\job_config.yaml
atlas_het__node_classification__graphatlas_c__split0__seed0__d341051a9766,d341051a9766,0e672c999c335af7,atlas_het,node_classification,graphatlas_c,graphatlas_certified,0,0,1,outputs\.work\runs\atlas_het\graphatlas_c\split-0\seed-0\config-d341051a,outputs\.work\runs\atlas_het\graphatlas_c\split-0\seed-0\config-d341051a\job_config.yaml
atlas_het__node_classification__graphatlas_c__split0__seed1__e0bccbe591bc,e0bccbe591bc,0e672c999c335af7,atlas_het,node_classification,graphatlas_c,graphatlas_certified,1,0,1,outputs\.work\runs\atlas_het\graphatlas_c\split-0\seed-1\config-e0bccbe5,outputs\.work\runs\atlas_het\graphatlas_c\split-0\seed-1\config-e0bccbe5\job_config.yaml
atlas_het__node_classification__graphatlas_c__split0__seed2__2d60ffba81c3,2d60ffba81c3,0e672c999c335af7,atlas_het,node_classification,graphatlas_c,graphatlas_certified,2,0,1,outputs\.work\runs\atlas_het\graphatlas_c\split-0\seed-2\config-2d60ffba,outputs\.work\runs\atlas_het\graphatlas_c\split-0\seed-2\config-2d60ffba\job_config.yaml
atlas_het__node_classification__graphatlas_c__split0__seed3__9718f4ba093f,9718f4ba093f,0e672c999c335af7,atlas_het,node_classification,graphatlas_c,graphatlas_certified,3,0,1,outputs\.work\runs\atlas_het\graphatlas_c\split-0\seed-3\config-9718f4ba,outputs\.work\runs\atlas_het\graphatlas_c\split-0\seed-3\config-9718f4ba\job_config.yaml
atlas_het__node_classification__graphatlas_c__split0__seed4__5a7970f1caef,5a7970f1caef,0e672c999c335af7,atlas_het,node_classification,graphatlas_c,graphatlas_certified,4,0,1,outputs\.work\runs\atlas_het\graphatlas_c\split-0\seed-4\config-5a7970f1,outputs\.work\runs\atlas_het\graphatlas_c\split-0\seed-4\config-5a7970f1\job_config.yaml
atlas_het__node_classification__graphatlas_original__split0__seed0__4c76a94f9423,4c76a94f9423,0e672c999c335af7,atlas_het,node_classification,graphatlas_original,graphatlas,0,0,1,outputs\.work\runs\atlas_het\graphatlas_original\split-0\seed-0\config-4c76a94f,outputs\.work\runs\atlas_het\graphatlas_original\split-0\seed-0\config-4c76a94f\job_config.yaml
atlas_het__node_classification__graphatlas_original__split0__seed1__efdfda49708c,efdfda49708c,0e672c999c335af7,atlas_het,node_classification,graphatlas_original,graphatlas,1,0,1,outputs\.work\runs\atlas_het\graphatlas_original\split-0\seed-1\config-efdfda49,outputs\.work\runs\atlas_het\graphatlas_original\split-0\seed-1\config-efdfda49\job_config.yaml
atlas_het__node_classification__graphatlas_original__split0__seed2__3efca0cc2b9d,3efca0cc2b9d,0e672c999c335af7,atlas_het,node_classification,graphatlas_original,graphatlas,2,0,1,outputs\.work\runs\atlas_het\graphatlas_original\split-0\seed-2\config-3efca0cc,outputs\.work\runs\atlas_het\graphatlas_original\split-0\seed-2\config-3efca0cc\job_config.yaml
atlas_het__node_classification__graphatlas_original__split0__seed3__3bb6a182d668,3bb6a182d668,0e672c999c335af7,atlas_het,node_classification,graphatlas_original,graphatlas,3,0,1,outputs\.work\runs\atlas_het\graphatlas_original\split-0\seed-3\config-3bb6a182,outputs\.work\runs\atlas_het\graphatlas_original\split-0\seed-3\config-3bb6a182\job_config.yaml
atlas_het__node_classification__graphatlas_original__split0__seed4__29757a8595b0,29757a8595b0,0e672c999c335af7,atlas_het,node_classification,graphatlas_original,graphatlas,4,0,1,outputs\.work\runs\atlas_het\graphatlas_original\split-0\seed-4\config-29757a85,outputs\.work\runs\atlas_het\graphatlas_original\split-0\seed-4\config-29757a85\job_config.yaml
atlas_het__node_classification__graphatlas_min_distortion__split0__seed0__60919616aa80,60919616aa80,0e672c999c335af7,atlas_het,node_classification,graphatlas_min_distortion,graphatlas_min_distortion,0,0,1,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-0\config-60919616,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-0\config-60919616\job_config.yaml
atlas_het__node_classification__graphatlas_min_distortion__split0__seed1__235a51ea36dd,235a51ea36dd,0e672c999c335af7,atlas_het,node_classification,graphatlas_min_distortion,graphatlas_min_distortion,1,0,1,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-1\config-235a51ea,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-1\config-235a51ea\job_config.yaml
atlas_het__node_classification__graphatlas_min_distortion__split0__seed2__8f25de6c7f47,8f25de6c7f47,0e672c999c335af7,atlas_het,node_classification,graphatlas_min_distortion,graphatlas_min_distortion,2,0,1,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-2\config-8f25de6c,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-2\config-8f25de6c\job_config.yaml
atlas_het__node_classification__graphatlas_min_distortion__split0__seed3__f0f764d84b20,f0f764d84b20,0e672c999c335af7,atlas_het,node_classification,graphatlas_min_distortion,graphatlas_min_distortion,3,0,1,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-3\config-f0f764d8,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-3\config-f0f764d8\job_config.yaml
atlas_het__node_classification__graphatlas_min_distortion__split0__seed4__119bb1fbfe2d,119bb1fbfe2d,0e672c999c335af7,atlas_het,node_classification,graphatlas_min_distortion,graphatlas_min_distortion,4,0,1,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-4\config-119bb1fb,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-4\config-119bb1fb\job_config.yaml
atlas_het__node_classification__graphatlas_no_transport__split0__seed0__2f5f5fb3d68a,2f5f5fb3d68a,0e672c999c335af7,atlas_het,node_classification,graphatlas_no_transport,graphatlas_no_transport,0,0,1,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-0\config-2f5f5fb3,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-0\config-2f5f5fb3\job_config.yaml
atlas_het__node_classification__graphatlas_no_transport__split0__seed1__07d6d0c2ed15,07d6d0c2ed15,0e672c999c335af7,atlas_het,node_classification,graphatlas_no_transport,graphatlas_no_transport,1,0,1,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-1\config-07d6d0c2,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-1\config-07d6d0c2\job_config.yaml
atlas_het__node_classification__graphatlas_no_transport__split0__seed2__7caddb421784,7caddb421784,0e672c999c335af7,atlas_het,node_classification,graphatlas_no_transport,graphatlas_no_transport,2,0,1,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-2\config-7caddb42,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-2\config-7caddb42\job_config.yaml
atlas_het__node_classification__graphatlas_no_transport__split0__seed3__8ccf2007ba9b,8ccf2007ba9b,0e672c999c335af7,atlas_het,node_classification,graphatlas_no_transport,graphatlas_no_transport,3,0,1,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-3\config-8ccf2007,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-3\config-8ccf2007\job_config.yaml
atlas_het__node_classification__graphatlas_no_transport__split0__seed4__f43cee92d4c4,f43cee92d4c4,0e672c999c335af7,atlas_het,node_classification,graphatlas_no_transport,graphatlas_no_transport,4,0,1,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-4\config-f43cee92,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-4\config-f43cee92\job_config.yaml
atlas_het__node_classification__graphatlas_free_transition__split0__seed0__64d6c06a1277,64d6c06a1277,0e672c999c335af7,atlas_het,node_classification,graphatlas_free_transition,graphatlas_free_transition,0,0,1,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-0\config-64d6c06a,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-0\config-64d6c06a\job_config.yaml
atlas_het__node_classification__graphatlas_free_transition__split0__seed1__a59b7f707979,a59b7f707979,0e672c999c335af7,atlas_het,node_classification,graphatlas_free_transition,graphatlas_free_transition,1,0,1,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-1\config-a59b7f70,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-1\config-a59b7f70\job_config.yaml
atlas_het__node_classification__graphatlas_free_transition__split0__seed2__31d002ccc598,31d002ccc598,0e672c999c335af7,atlas_het,node_classification,graphatlas_free_transition,graphatlas_free_transition,2,0,1,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-2\config-31d002cc,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-2\config-31d002cc\job_config.yaml
atlas_het__node_classification__graphatlas_free_transition__split0__seed3__754df2ee7376,754df2ee7376,0e672c999c335af7,atlas_het,node_classification,graphatlas_free_transition,graphatlas_free_transition,3,0,1,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-3\config-754df2ee,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-3\config-754df2ee\job_config.yaml
atlas_het__node_classification__graphatlas_free_transition__split0__seed4__cddf58646e7b,cddf58646e7b,0e672c999c335af7,atlas_het,node_classification,graphatlas_free_transition,graphatlas_free_transition,4,0,1,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-4\config-cddf5864,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-4\config-cddf5864\job_config.yaml
atlas_het__node_classification__graphatlas_membership_only__split0__seed0__16ef92910628,16ef92910628,0e672c999c335af7,atlas_het,node_classification,graphatlas_membership_only,graphatlas_certified,0,0,1,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-0\config-16ef9291,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-0\config-16ef9291\job_config.yaml
atlas_het__node_classification__graphatlas_membership_only__split0__seed1__17dca95c5c7d,17dca95c5c7d,0e672c999c335af7,atlas_het,node_classification,graphatlas_membership_only,graphatlas_certified,1,0,1,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-1\config-17dca95c,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-1\config-17dca95c\job_config.yaml
atlas_het__node_classification__graphatlas_membership_only__split0__seed2__8dfc7cbae5f6,8dfc7cbae5f6,0e672c999c335af7,atlas_het,node_classification,graphatlas_membership_only,graphatlas_certified,2,0,1,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-2\config-8dfc7cba,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-2\config-8dfc7cba\job_config.yaml
atlas_het__node_classification__graphatlas_membership_only__split0__seed3__fc10c53e900c,fc10c53e900c,0e672c999c335af7,atlas_het,node_classification,graphatlas_membership_only,graphatlas_certified,3,0,1,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-3\config-fc10c53e,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-3\config-fc10c53e\job_config.yaml
atlas_het__node_classification__graphatlas_membership_only__split0__seed4__94c91d53b20a,94c91d53b20a,0e672c999c335af7,atlas_het,node_classification,graphatlas_membership_only,graphatlas_certified,4,0,1,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-4\config-94c91d53,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-4\config-94c91d53\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_source__split0__seed0__54eaddee60ec,54eaddee60ec,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_source,graphatlas_certified,0,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-0\config-54eaddee,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-0\config-54eaddee\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_source__split0__seed1__a01ea1848ff8,a01ea1848ff8,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_source,graphatlas_certified,1,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-1\config-a01ea184,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-1\config-a01ea184\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_source__split0__seed2__45852f5a186b,45852f5a186b,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_source,graphatlas_certified,2,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-2\config-45852f5a,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-2\config-45852f5a\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_source__split0__seed3__074013048821,074013048821,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_source,graphatlas_certified,3,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-3\config-07401304,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-3\config-07401304\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_source__split0__seed4__e84b37e7b6dd,e84b37e7b6dd,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_source,graphatlas_certified,4,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-4\config-e84b37e7,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-4\config-e84b37e7\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_edge__split0__seed0__d2c055a55e11,d2c055a55e11,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_edge,graphatlas_certified,0,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-0\config-d2c055a5,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-0\config-d2c055a5\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_edge__split0__seed1__bf2535739cc2,bf2535739cc2,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_edge,graphatlas_certified,1,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-1\config-bf253573,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-1\config-bf253573\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_edge__split0__seed2__6f1d647f0075,6f1d647f0075,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_edge,graphatlas_certified,2,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-2\config-6f1d647f,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-2\config-6f1d647f\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_edge__split0__seed3__bd304a830762,bd304a830762,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_edge,graphatlas_certified,3,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-3\config-bd304a83,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-3\config-bd304a83\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_edge__split0__seed4__0e1ffab48b78,0e1ffab48b78,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_edge,graphatlas_certified,4,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-4\config-0e1ffab4,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-4\config-0e1ffab4\job_config.yaml
atlas_het__node_classification__graphatlas_random_routing__split0__seed0__cf4c3c5ac008,cf4c3c5ac008,0e672c999c335af7,atlas_het,node_classification,graphatlas_random_routing,graphatlas_certified,0,0,1,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-0\config-cf4c3c5a,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-0\config-cf4c3c5a\job_config.yaml
atlas_het__node_classification__graphatlas_random_routing__split0__seed1__bede77e06ad4,bede77e06ad4,0e672c999c335af7,atlas_het,node_classification,graphatlas_random_routing,graphatlas_certified,1,0,1,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-1\config-bede77e0,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-1\config-bede77e0\job_config.yaml
atlas_het__node_classification__graphatlas_random_routing__split0__seed2__2d399ed9c0a4,2d399ed9c0a4,0e672c999c335af7,atlas_het,node_classification,graphatlas_random_routing,graphatlas_certified,2,0,1,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-2\config-2d399ed9,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-2\config-2d399ed9\job_config.yaml
atlas_het__node_classification__graphatlas_random_routing__split0__seed3__138420bc0aaa,138420bc0aaa,0e672c999c335af7,atlas_het,node_classification,graphatlas_random_routing,graphatlas_certified,3,0,1,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-3\config-138420bc,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-3\config-138420bc\job_config.yaml
atlas_het__node_classification__graphatlas_random_routing__split0__seed4__cb165a41b698,cb165a41b698,0e672c999c335af7,atlas_het,node_classification,graphatlas_random_routing,graphatlas_certified,4,0,1,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-4\config-cb165a41,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-4\config-cb165a41\job_config.yaml
